package,dependencies,child_1,child_1_dependencies,child_2,child_2_dependencies,child_3,child_3_dependencies,child_4,child_4_dependencies,child_5,child_5_dependencies,child_6,child_6_dependencies,child_7,child_7_dependencies,child_8,child_8_dependencies,child_9,child_9_dependencies,child_10,child_10_dependencies,child_11,child_11_dependencies,child_12,child_12_dependencies,child_13,child_13_dependencies,child_14,child_14_dependencies,child_15,child_15_dependencies,child_16,child_16_dependencies,child_17,child_17_dependencies,child_18,child_18_dependencies
azurelinux-repos,
basesystem,
bash,filesystem|glibc|ncurses-libs,filesystem,setup,glibc,filesystem|glibc-common|glibc-minimal-langpack|libgcc|package no package provides (glibc-gconv-extra(x86-32) is not installed|package no package provides (glibc-gconv-extra(x86-64) is not installed,ncurses-libs,glibc|ncurses-base
bash-completion,bash,bash,filesystem|glibc|ncurses-libs
coreutils,coreutils-common|filesystem|glibc|gmp|libacl|libattr|libcap|libselinux|openssl-libs|systemd-libs,filesystem,setup,glibc,filesystem|glibc-common|glibc-minimal-langpack|libgcc|package no package provides (glibc-gconv-extra(x86-32) is not installed|package no package provides (glibc-gconv-extra(x86-64) is not installed,gmp,glibc,libacl,glibc|libattr,libattr,glibc,libcap,filesystem|glibc|pam-libs,libselinux,glibc|libsepol|pcre2,openssl-libs,ca-certificates|crypto-policies|glibc|zlib-ng-compat,systemd-libs,glibc|libcap|libgcc
cpio,glibc,glibc,filesystem|glibc-common|glibc-minimal-langpack|libgcc|package no package provides (glibc-gconv-extra(x86-32) is not installed|package no package provides (glibc-gconv-extra(x86-64) is not installed
filesystem,setup
findutils,glibc|libselinux,glibc,filesystem|glibc-common|glibc-minimal-langpack|libgcc|package no package provides (glibc-gconv-extra(x86-32) is not installed|package no package provides (glibc-gconv-extra(x86-64) is not installed,libselinux,glibc|libsepol|pcre2
glibc,filesystem|glibc-common|glibc-minimal-langpack|libgcc|package no package provides (glibc-gconv-extra(x86-32) is not installed|package no package provides (glibc-gconv-extra(x86-64) is not installed,filesystem,setup,libgcc,
glibc-langpack-en,glibc|glibc-common,glibc,filesystem|glibc-common|glibc-minimal-langpack|libgcc|package no package provides (glibc-gconv-extra(x86-32) is not installed|package no package provides (glibc-gconv-extra(x86-64) is not installed
ncurses,glibc|ncurses-libs,glibc,filesystem|glibc-common|glibc-minimal-langpack|libgcc|package no package provides (glibc-gconv-extra(x86-32) is not installed|package no package provides (glibc-gconv-extra(x86-64) is not installed,ncurses-libs,glibc|ncurses-base
ncurses-base,
ncurses-libs,glibc|ncurses-base,glibc,filesystem|glibc-common|glibc-minimal-langpack|libgcc|package no package provides (glibc-gconv-extra(x86-32) is not installed|package no package provides (glibc-gconv-extra(x86-64) is not installed,ncurses-base,
pam,audit-libs|authselect|bash|filesystem|gdbm|gdbm-libs|glibc|libeconf|libnsl2|libpwquality|libselinux|libtirpc|libxcrypt|openssl-libs|pam-libs|setup,audit-libs,glibc|libcap-ng,bash,filesystem|glibc|ncurses-libs,filesystem,setup,gdbm,gdbm-libs|glibc|readline,glibc,filesystem|glibc-common|glibc-minimal-langpack|libgcc|package no package provides (glibc-gconv-extra(x86-32) is not installed|package no package provides (glibc-gconv-extra(x86-64) is not installed,libpwquality,cracklib|glibc|pam-libs,libselinux,glibc|libsepol|pcre2,libxcrypt,glibc,openssl-libs,ca-certificates|crypto-policies|glibc|zlib-ng-compat
readline,glibc|ncurses-libs,glibc,filesystem|glibc-common|glibc-minimal-langpack|libgcc|package no package provides (glibc-gconv-extra(x86-32) is not installed|package no package provides (glibc-gconv-extra(x86-64) is not installed,ncurses-libs,glibc|ncurses-base
sed,glibc|libacl|libselinux,glibc,filesystem|glibc-common|glibc-minimal-langpack|libgcc|package no package provides (glibc-gconv-extra(x86-32) is not installed|package no package provides (glibc-gconv-extra(x86-64) is not installed,libacl,glibc|libattr,libselinux,glibc|libsepol|pcre2
shadow-utils,audit-libs|filesystem|glibc|libacl|libeconf|libselinux|libsemanage|libxcrypt|pam-libs|setup,audit-libs,glibc|libcap-ng,filesystem,setup,glibc,filesystem|glibc-common|glibc-minimal-langpack|libgcc|package no package provides (glibc-gconv-extra(x86-32) is not installed|package no package provides (glibc-gconv-extra(x86-64) is not installed,libacl,glibc|libattr,libselinux,glibc|libsepol|pcre2,libsemanage,audit-libs|bzip2-libs|glibc|libselinux|libsepol,libxcrypt,glibc
shadow-utils-subid,audit-libs|glibc|libacl|libattr|libeconf|libselinux|libsemanage|libxcrypt|pam-libs,audit-libs,glibc|libcap-ng,glibc,filesystem|glibc-common|glibc-minimal-langpack|libgcc|package no package provides (glibc-gconv-extra(x86-32) is not installed|package no package provides (glibc-gconv-extra(x86-64) is not installed,libacl,glibc|libattr,libattr,glibc,libselinux,glibc|libsepol|pcre2,libsemanage,audit-libs|bzip2-libs|glibc|libselinux|libsepol,libxcrypt,glibc
system-release,
systemd,audit-libs|bash|coreutils|dbus|filesystem|glibc|grep|libacl|libblkid|libcap|libfdisk|libgcc|libmount|libseccomp|libselinux|openssl-libs|package no package provides (libbpf is not installed|package no package provides (systemd-rpm-macros is not installed|package no package provides (util-linux-core or util-linux) is not installed|pam-libs|systemd-libs|systemd-pam|systemd-shared|systemd-standalone-sysusers,audit-libs,glibc|libcap-ng,bash,filesystem|glibc|ncurses-libs,coreutils,coreutils-common|filesystem|glibc|gmp|libacl|libattr|libcap|libselinux|openssl-libs|systemd-libs,dbus,package no package provides (dbus-broker is not installed,filesystem,setup,glibc,filesystem|glibc-common|glibc-minimal-langpack|libgcc|package no package provides (glibc-gconv-extra(x86-32) is not installed|package no package provides (glibc-gconv-extra(x86-64) is not installed,grep,bash|glibc|pcre2,libacl,glibc|libattr,libcap,filesystem|glibc|pam-libs,libgcc,,libseccomp,glibc,libselinux,glibc|libsepol|pcre2,openssl-libs,ca-certificates|crypto-policies|glibc|zlib-ng-compat,systemd-libs,glibc|libcap|libgcc,systemd-pam,glibc|libcap|libgcc|pam-libs|systemd
systemd-libs,glibc|libcap|libgcc,glibc,filesystem|glibc-common|glibc-minimal-langpack|libgcc|package no package provides (glibc-gconv-extra(x86-32) is not installed|package no package provides (glibc-gconv-extra(x86-64) is not installed,libcap,filesystem|glibc|pam-libs,libgcc,
util-linux,audit-libs|bash|coreutils|filesystem|glibc|libblkid|libcap-ng|libfdisk|libgcc|liblastlog2|libmount|libselinux|libsmartcols|libuuid|ncurses-libs|package no package provides (/etc/pam.d/system-auth if systemd) is not installed|package no package provides (pam is not installed|pam-libs|readline|systemd-libs|util-linux-core|zlib-ng-compat,audit-libs,glibc|libcap-ng,bash,filesystem|glibc|ncurses-libs,coreutils,coreutils-common|filesystem|glibc|gmp|libacl|libattr|libcap|libselinux|openssl-libs|systemd-libs,filesystem,setup,glibc,filesystem|glibc-common|glibc-minimal-langpack|libgcc|package no package provides (glibc-gconv-extra(x86-32) is not installed|package no package provides (glibc-gconv-extra(x86-64) is not installed,libcap-ng,glibc,libgcc,,libselinux,glibc|libsepol|pcre2,ncurses-libs,glibc|ncurses-base,readline,glibc|ncurses-libs,systemd-libs,glibc|libcap|libgcc
which,coreutils|glibc,coreutils,coreutils-common|filesystem|glibc|gmp|libacl|libattr|libcap|libselinux|openssl-libs|systemd-libs,glibc,filesystem|glibc-common|glibc-minimal-langpack|libgcc|package no package provides (glibc-gconv-extra(x86-32) is not installed|package no package provides (glibc-gconv-extra(x86-64) is not installed
audit,
audit-libs,glibc|libcap-ng,glibc,filesystem|glibc-common|glibc-minimal-langpack|libgcc|package no package provides (glibc-gconv-extra(x86-32) is not installed|package no package provides (glibc-gconv-extra(x86-64) is not installed,libcap-ng,glibc
cyrus-sasl-lib,filesystem|gdbm-libs|glibc|libxcrypt,filesystem,setup,glibc,filesystem|glibc-common|glibc-minimal-langpack|libgcc|package no package provides (glibc-gconv-extra(x86-32) is not installed|package no package provides (glibc-gconv-extra(x86-64) is not installed,libxcrypt,glibc
gnutls,crypto-policies|glibc|gmp|libidn2|libtasn1|libunistring|nettle|p11-kit|p11-kit-trust,glibc,filesystem|glibc-common|glibc-minimal-langpack|libgcc|package no package provides (glibc-gconv-extra(x86-32) is not installed|package no package provides (glibc-gconv-extra(x86-64) is not installed,gmp,glibc,libidn2,glibc|libunistring,libtasn1,glibc,libunistring,glibc,nettle,glibc|gmp,p11-kit,glibc|libffi|libtasn1,p11-kit-trust,alternatives|bash|glibc|libtasn1|p11-kit
gpgme,glibc|gnupg2|libassuan|libgpg-error,glibc,filesystem|glibc-common|glibc-minimal-langpack|libgcc|package no package provides (glibc-gconv-extra(x86-32) is not installed|package no package provides (glibc-gconv-extra(x86-64) is not installed,gnupg2,bzip2-libs|glibc|gnupg2-dirmngr|gnupg2-gpg-agent|gnupg2-gpgconf|gnupg2-keyboxd|gnupg2-verify|libassuan|libgcrypt|libgpg-error|npth|readline|sqlite-libs|zlib-ng-compat,libassuan,glibc|libgpg-error,libgpg-error,glibc
libacl,glibc|libattr,glibc,filesystem|glibc-common|glibc-minimal-langpack|libgcc|package no package provides (glibc-gconv-extra(x86-32) is not installed|package no package provides (glibc-gconv-extra(x86-64) is not installed,libattr,glibc
libattr,glibc,glibc,filesystem|glibc-common|glibc-minimal-langpack|libgcc|package no package provides (glibc-gconv-extra(x86-32) is not installed|package no package provides (glibc-gconv-extra(x86-64) is not installed
